ensg.temp	genes.temp
ENSG00000166405.10	RIC3
ENSG00000166407.9	LMO1
ENSG00000205339.5	IPO7
ENSG00000133789.10	SWAP70
ENSG00000133812.10	SBF2
ENSG00000170242.13	USP47
ENSG00000187079.10	TEAD1
ENSG00000187486.5	KCNJ11
ENSG00000148965.4	SAA4
ENSG00000134339.4	SAA2
ENSG00000110756.13	HPS5
ENSG00000129151.4	BBOX1
ENSG00000026508.12	CD44
ENSG00000110536.9	PTPMT1
ENSG00000196666.3	FAM180B
ENSG00000156587.11	UBE2L6
ENSG00000186660.14	ZFP91
ENSG00000006118.10	TMEM132A
ENSG00000149483.7	TMEM138
ENSG00000149021.2	SCGB1A1
ENSG00000177363.4	LRRN4CL
ENSG00000133316.11	WDR74
ENSG00000133317.10	LGALS12
ENSG00000162302.8	RPS6KA4
ENSG00000175573.6	C11orf68
ENSG00000175467.10	SART1
ENSG00000175315.2	CST6
ENSG00000179292.4	TMEM151A
ENSG00000174576.4	NPAS4
ENSG00000174165.3	ZDHHC24
ENSG00000173653.3	RCE1
ENSG00000173621.8	LRFN4
ENSG00000173599.9	PC
ENSG00000172663.4	TMEM134
ENSG00000110719.5	TCIRG1
ENSG00000171067.6	C11orf24
ENSG00000168040.4	FADD
ENSG00000241233.1	KRTAP5-8
ENSG00000021300.9	PLEKHB1
ENSG00000181924.6	COA4
ENSG00000175567.4	UCP2
ENSG00000137491.10	SLCO2B1
ENSG00000149243.11	KLHL35
ENSG00000188997.3	KCTD21
ENSG00000033327.8	GAB2
ENSG00000149256.10	TENM4
ENSG00000137494.9	ANKRD42
ENSG00000137501.12	SYTL2
ENSG00000074266.13	EED
ENSG00000181333.11	HEPHL1
ENSG00000123901.4	GPR83
ENSG00000149212.6	SESN3
ENSG00000087053.14	MTMR2
ENSG00000184384.9	MAML2
ENSG00000149972.6	CNTN5
ENSG00000137673.4	MMP7
ENSG00000196954.8	CASP4
ENSG00000152578.8	GRIA4
ENSG00000166266.9	CUL5
ENSG00000075239.9	ACAT1
ENSG00000149308.12	NPAT
ENSG00000110723.7	EXPH5
ENSG00000183644.9	C11orf88
ENSG00000150773.6	PIH1D2
ENSG00000149294.12	NCAM1
ENSG00000137656.7	BUD13
ENSG00000149582.11	TMEM25
ENSG00000160683.4	CXCR5
ENSG00000154096.9	THY1
ENSG00000110400.6	PVRL1
ENSG00000110002.11	VWA5A
ENSG00000151704.11	KCNJ1
ENSG00000174370.5	C11orf45
ENSG00000151715.3	TMEM45B
ENSG00000084234.12	APLP2
ENSG00000196323.7	ZBTB44
ENSG00000182667.10	NTM
ENSG00000166118.3	SPATA19
ENSG00000080854.10	IGSF9B
ENSG00000151502.6	VPS26B
ENSG00000171840.7	NINJ2
ENSG00000171823.6	FBXL14
ENSG00000118971.3	CCND2
ENSG00000151079.6	KCNA6
ENSG00000067182.3	TNFRSF1A
ENSG00000089692.4	LAG3
ENSG00000059804.11	SLC2A3
ENSG00000089818.12	NECAP1
ENSG00000111729.8	CLEC4A
ENSG00000166535.15	A2ML1
ENSG00000205809.5	KLRC2
ENSG00000111266.4	DUSP16
ENSG00000111269.2	CREBL2
ENSG00000013588.5	GPRC5A
ENSG00000023734.6	STRAP
ENSG00000110841.9	PPFIBP1
ENSG00000087448.5	KLHL42
ENSG00000110900.10	TSPAN11
ENSG00000165966.10	PDZRN4
ENSG00000015153.10	YAF2
ENSG00000111371.11	SLC38A1
ENSG00000139211.5	AMIGO2
ENSG00000005175.5	RPAP3
ENSG00000135436.4	FAM186B
ENSG00000186666.4	BCDIN3D
ENSG00000135457.5	TFCP2
ENSG00000139629.11	GALNT6
ENSG00000167767.9	KRT80
ENSG00000205426.6	KRT81
ENSG00000167778.4	SPRYD3
ENSG00000135476.7	ESPL1
ENSG00000135486.13	HNRNPA1
ENSG00000111481.5	COPZ1
ENSG00000170473.12	WIBG
ENSG00000135469.9	COQ10A
ENSG00000198056.9	PRIM1
ENSG00000123384.9	LRP1
ENSG00000111087.5	GLI1
ENSG00000178498.11	DTX3
ENSG00000139266.5	MARCH9
ENSG00000139263.7	LRIG3
ENSG00000111110.7	PPM1H
ENSG00000118600.7	TMEM5
ENSG00000135677.6	GNS
ENSG00000155974.7	GRIP1
ENSG00000165891.11	E2F7
ENSG00000177425.6	PAWR
ENSG00000139304.8	PTPRQ
ENSG00000111142.9	METAP2
ENSG00000074527.7	NTN4
ENSG00000075188.4	NUP37
ENSG00000235162.4	C12orf75
ENSG00000136044.7	APPL2
ENSG00000257545.1	RP11-144F15.1
ENSG00000110851.7	PRDM4
ENSG00000183160.8	TMEM119
ENSG00000084112.10	SSH1
ENSG00000076555.11	ACACB
ENSG00000139437.13	TCHP
ENSG00000111300.5	NAA25
ENSG00000166578.5	IQCD
ENSG00000135111.10	TBX3
ENSG00000111775.2	COX6A1
ENSG00000175970.7	UNC119B
ENSG00000110931.14	CAMKK2
ENSG00000089053.8	ANAPC5
ENSG00000089094.12	KDM2B
ENSG00000188735.8	TMEM120B
ENSG00000184047.11	DIABLO
ENSG00000073060.11	SCARB1
ENSG00000139370.6	SLC15A4
ENSG00000151948.7	GLT1D1
ENSG00000198598.2	MMP17
ENSG00000177192.9	PUS1
ENSG00000177084.12	POLE
ENSG00000072609.13	CHFR
ENSG00000132950.14	ZMYM5
ENSG00000121741.12	ZMYM2
ENSG00000121742.11	GJB6
ENSG00000075673.7	ATP12A
ENSG00000151849.10	CENPJ
ENSG00000139508.10	SLC46A3
ENSG00000122042.9	UBL3
ENSG00000132965.5	ALOX5AP
ENSG00000139597.12	N4BP2L1
ENSG00000244754.4	N4BP2L2
ENSG00000133101.5	CCNA1
ENSG00000120693.9	SMAD9
ENSG00000120699.8	EXOSC8
ENSG00000133110.10	POSTN
ENSG00000083635.7	NUFIP1
ENSG00000180332.5	KCTD4
ENSG00000136167.9	LCP1
ENSG00000102445.14	KIAA0226L
ENSG00000198553.4	KCNRG
ENSG00000204899.5	MZT1
ENSG00000118922.12	KLF12
ENSG00000136153.15	LMO7
ENSG00000178734.4	C13orf45
ENSG00000152192.6	POU4F1
ENSG00000178235.6	SLITRK1
ENSG00000088451.6	TGDS
ENSG00000198542.9	ITGBL1
ENSG00000134901.8	KDELC1
ENSG00000174405.9	LIG4
ENSG00000088448.10	ANKRD10
ENSG00000126226.17	PCID2
ENSG00000169397.3	RNASE3
ENSG00000206150.3	RNASE13
ENSG00000129472.8	RAB2B
ENSG00000155465.14	SLC7A7
ENSG00000100842.8	EFS
ENSG00000100911.9	PSME2
ENSG00000254505.4	CHMP4A
ENSG00000092295.7	TGM1
ENSG00000205978.5	NYNRIN
ENSG00000139910.15	NOVA1
ENSG00000176165.7	FOXG1
ENSG00000151413.12	NUBPL
ENSG00000151320.6	AKAP6
ENSG00000165389.6	SPTSSA
ENSG00000100902.6	PSMA6
ENSG00000165355.7	FBXO33
ENSG00000198718.8	FAM179B
ENSG00000168260.1	C14orf183
ENSG00000180998.7	GPR137C
ENSG00000126777.13	KTN1
ENSG00000100567.8	PSMA3
ENSG00000100575.9	TIMM9
ENSG00000154001.9	PPP2R5E
ENSG00000070182.13	SPTB
ENSG00000198732.6	SMOC1
ENSG00000119655.4	NPC2
ENSG00000119681.7	LTBP2
ENSG00000119616.7	FCF1
ENSG00000119684.11	MLH3
ENSG00000119703.12	ZC2HC1C
ENSG00000013523.5	ANGEL1
ENSG00000197734.4	C14orf178
ENSG00000119720.13	NRDE2
ENSG00000258875.1	CTD-2547L24.3
ENSG00000268657.1	AL133373.1
ENSG00000140092.10	FBLN5
ENSG00000165943.4	MOAP1
ENSG00000187581.2	COX8C
ENSG00000066739.7	ATG2B
ENSG00000168350.6	DEGS2
ENSG00000196663.11	TECPR2
ENSG00000170779.10	CDCA4
ENSG00000184916.4	JAG2
ENSG00000183828.10	NUDT14
ENSG00000179364.9	PACS2
ENSG00000185115.4	NDNL2
ENSG00000233812.2	AC139426.2
ENSG00000166922.4	SCG5
ENSG00000182405.4	PGBD4
ENSG00000176454.9	LPCAT4
ENSG00000198146.4	ZNF770
ENSG00000172575.7	RASGRP1
ENSG00000104129.5	DNAJC17
ENSG00000104140.6	RHOV
ENSG00000128917.5	DLL4
ENSG00000137804.8	NUSAP1
ENSG00000137814.5	HAUS2
ENSG00000140326.8	CDAN1
ENSG00000104055.10	TGM5
ENSG00000185634.7	SHC4
ENSG00000156958.10	GALK2
ENSG00000081014.6	AP4E1
ENSG00000104093.9	DMXL2
ENSG00000138594.8	TMOD3
ENSG00000128833.8	MYO5C
ENSG00000166415.10	WDR72
ENSG00000263155.1	MYZAP
ENSG00000157470.7	FAM81A
ENSG00000138613.9	APH1B
ENSG00000169118.11	CSNK1G1
ENSG00000234438.2	KBTBD13
ENSG00000174485.10	DENND4A
ENSG00000187720.10	THSD4
ENSG00000067225.13	PKM
ENSG00000138623.5	SEMA7A
ENSG00000167173.14	C15orf39
ENSG00000167196.9	FBXO22
ENSG00000169752.12	NRG4
ENSG00000166411.9	IDH3A
ENSG00000188266.9	HYKK
ENSG00000185787.10	MORF4L1
ENSG00000136378.10	ADAMTS7
ENSG00000172379.14	ARNT2
ENSG00000183496.5	MEX3B
ENSG00000205281.6	GOLGA6L10
ENSG00000103942.8	HOMER2
ENSG00000166503.4	HDGFRP3
ENSG00000156218.8	ADAMTSL3
ENSG00000156222.7	SLC28A1
ENSG00000140526.12	ABHD2
ENSG00000166819.7	PLIN1
ENSG00000213471.4	TTLL13
ENSG00000185087.7	FAM169B
ENSG00000183571.9	PGPEP1L
ENSG00000168904.10	LRRC28
ENSG00000007384.11	RHBDF1
ENSG00000185615.11	PDIA2
ENSG00000129925.6	TMEM8A
ENSG00000162009.7	SSTR5
ENSG00000184471.6	C1QTNF8
ENSG00000103197.12	TSC2
ENSG00000167972.9	ABCA3
ENSG00000162063.8	CCNF
ENSG00000162062.10	C16orf59
ENSG00000167978.12	SRRM2
ENSG00000122386.6	ZNF205
ENSG00000228146.2	CASP16
ENSG00000232258.2	TMEM114
ENSG00000166676.10	TVP23A
ENSG00000048462.6	TNFRSF17
ENSG00000175595.10	ERCC4
ENSG00000186260.12	MKL2
ENSG00000103429.6	BFAR
ENSG00000103489.7	XYLT1
ENSG00000157106.12	SMG1
ENSG00000170537.8	TMC7
ENSG00000174628.12	IQCK
ENSG00000155714.9	PDZD9
ENSG00000166851.10	PLK1
ENSG00000169181.8	GSG1L
ENSG00000176046.7	NUPR1
ENSG00000196993.4	NPIPB9
ENSG00000177455.7	CD19
ENSG00000167371.12	PRRT2
ENSG00000149929.11	HIRIP3
ENSG00000149927.13	DOC2A
ENSG00000180035.6	ZNF48
ENSG00000196118.7	C16orf93
ENSG00000099381.12	SETD1A
ENSG00000167394.8	ZNF668
ENSG00000178226.6	PRSS36
ENSG00000140682.14	TGFB1I1
ENSG00000140795.8	MYLK3
ENSG00000205423.7	CNEP1R1
ENSG00000166164.11	BRD7
ENSG00000140848.12	CPNE2
ENSG00000088682.9	COQ9
ENSG00000125170.6	DOK4
ENSG00000159618.11	GPR114
ENSG00000166188.2	ZNF319
ENSG00000070761.3	C16orf80
ENSG00000103021.5	CCDC113
ENSG00000247270.2	AC132186.1
ENSG00000166592.7	RRAD
ENSG00000172824.10	CES4A
ENSG00000176387.6	HSD11B2
ENSG00000159792.5	PSKH1
ENSG00000103066.8	PLA2G15
ENSG00000103018.12	CYB5B
ENSG00000181019.8	NQO1
ENSG00000198373.8	WWP2
ENSG00000050820.12	BCAR1
ENSG00000183196.4	CHST6
ENSG00000166848.5	TERF2IP
ENSG00000171724.2	VAT1L
ENSG00000166509.6	CLEC3A
ENSG00000103121.4	CMC2
ENSG00000184860.5	SDR42E1
ENSG00000140945.11	CDH13
ENSG00000140943.12	MBTPS1
ENSG00000154102.6	C16orf74
ENSG00000140941.8	MAP1LC3B
ENSG00000179588.4	ZFPM1
ENSG00000103335.15	PIEZO1
ENSG00000167513.4	CDT1
ENSG00000129993.10	CBFA2T3
ENSG00000141002.14	TCF25
ENSG00000183688.4	FAM101B
ENSG00000167693.12	NXN
ENSG00000074660.11	SCARF1
ENSG00000132361.12	CLUH
ENSG00000108528.9	SLC25A11
ENSG00000180787.5	ZFP3
ENSG00000180626.9	ZNF594
ENSG00000215067.5	AC027763.2
ENSG00000161940.6	BCL6B
ENSG00000174327.6	SLC16A13
ENSG00000174326.7	SLC16A11
ENSG00000004975.7	DVL2
ENSG00000040633.8	PHF23
ENSG00000181284.2	TMEM102
ENSG00000170004.12	CHD3
ENSG00000170043.7	TRAPPC1
ENSG00000161973.6	CCDC42
ENSG00000141506.9	PIK3R5
ENSG00000170315.9	UBB
ENSG00000197566.5	ZNF624
ENSG00000141034.5	GID4
ENSG00000188522.10	FAM83G
ENSG00000108602.13	ALDH3A1
ENSG00000076351.8	SLC46A1
ENSG00000108256.4	NUFIP2
ENSG00000160551.5	TAOK1
ENSG00000167543.11	TP53I13
ENSG00000108262.11	GIT1
ENSG00000108576.5	SLC6A4
ENSG00000172301.6	COPRS
ENSG00000214708.4	AC090616.2
ENSG00000010244.12	ZNF207
ENSG00000108691.5	CCL2
ENSG00000129270.11	MMP28
ENSG00000197262.8	CCL4L2
ENSG00000132142.15	ACACA
ENSG00000002834.13	LASP1
ENSG00000173991.5	TCAP
ENSG00000186847.5	KRT14
ENSG00000168256.13	NKIRAS2
ENSG00000033627.10	ATP6V0A1
ENSG00000068120.10	COASY
ENSG00000131477.6	RAMP2
ENSG00000267060.1	PTGES3L
ENSG00000167941.2	SOST
ENSG00000161649.8	CD300LG
ENSG00000087152.11	ATXN7L3
ENSG00000004939.9	SLC4A1
ENSG00000182963.5	GJC1
ENSG00000131095.7	GFAP
ENSG00000186185.9	KIF18B
ENSG00000186868.11	MAPT
ENSG00000073969.14	NSF
ENSG00000006025.7	OSBPL7
ENSG00000141294.5	LRRC46
ENSG00000182742.5	HOXB4
ENSG00000064300.4	NGFR
ENSG00000182575.7	NXPH3
ENSG00000015532.5	XYLT2
ENSG00000108960.3	MMD
ENSG00000153944.6	MSI2
ENSG00000108406.5	DHX40
ENSG00000189050.10	RNFT1
ENSG00000008283.11	CYB561
ENSG00000108588.9	CCDC47
ENSG00000259384.2	GH1
ENSG00000007314.7	SCN4A
ENSG00000258890.2	CEP95
ENSG00000091583.6	APOH
ENSG00000171634.12	BPTF
ENSG00000108946.10	PRKAR1A
ENSG00000154262.8	ABCA6
ENSG00000167851.9	CD300A
ENSG00000167861.11	HID1
ENSG00000125449.2	ARMC7
ENSG00000189159.11	HN1
ENSG00000177728.10	KIAA0195
ENSG00000177303.5	CASKIN2
ENSG00000108479.7	GALK1
ENSG00000132478.5	UNK
ENSG00000161533.7	ACOX1
ENSG00000078687.12	TNRC6C
ENSG00000167291.11	TBC1D16
ENSG00000181045.10	SLC26A11
ENSG00000175866.11	BAIAP2
ENSG00000263053.3	RP11-1055B8.6
ENSG00000186765.7	FSCN2
ENSG00000185504.12	C17orf70
ENSG00000141522.7	ARHGDIA
ENSG00000183010.12	PYCR1
ENSG00000141579.6	ZNF750
ENSG00000176845.8	METRNL
ENSG00000198081.6	ZBTB14
ENSG00000088756.8	ARHGAP28
ENSG00000173482.12	PTPRM
ENSG00000101745.11	ANKRD12
ENSG00000141384.7	TAF4B
ENSG00000134504.8	KCTD1
ENSG00000134762.12	DSC3
ENSG00000186496.6	ZNF396
ENSG00000134759.9	ELP2
ENSG00000075643.5	MOCOS
ENSG00000152217.12	SETBP1
ENSG00000152242.6	C18orf25
ENSG00000134030.9	CTIF
ENSG00000141627.9	DYM
ENSG00000196628.9	TCF4
ENSG00000081923.6	ATP8B1
ENSG00000176641.6	RNF152
ENSG00000197632.4	SERPINB2
ENSG00000221887.4	HMSD
ENSG00000206052.6	DOK6
ENSG00000170677.5	SOCS6
ENSG00000166347.14	CYB5A
ENSG00000264278.1	RP11-162A12.2
ENSG00000060069.12	CTDP1
ENSG00000101544.4	ADNP2
ENSG00000011304.12	PTBP1
ENSG00000167468.12	GPX4
ENSG00000130005.7	GAMT
ENSG00000079313.7	REXO1
ENSG00000133275.11	CSNK1G2
ENSG00000104886.5	PLEKHJ1
ENSG00000186300.7	ZNF555
ENSG00000171970.8	ZNF57
ENSG00000105325.9	FZR1
ENSG00000064961.14	HMG20B
ENSG00000161091.8	MFSD12
ENSG00000167664.4	TMIGD2
ENSG00000171236.9	LRG1
ENSG00000212123.3	PRR22
ENSG00000125726.6	CD70
ENSG00000125735.6	TNFSF14
ENSG00000263264.1	CTB-133G6.1
ENSG00000130818.6	ZNF426
ENSG00000197961.7	ZNF121
ENSG00000267106.1	C19orf82
ENSG00000080573.6	COL5A3
ENSG00000105401.2	CDC37
ENSG00000180739.12	S1PR5
ENSG00000173928.2	SWSAP1
ENSG00000205517.8	RGL3
ENSG00000198003.7	CCDC151
ENSG00000130165.6	ELOF1
ENSG00000198551.5	ZNF627
ENSG00000196466.6	ZNF799
ENSG00000132004.8	FBXW9
ENSG00000105612.4	DNASE2
ENSG00000160877.5	NACC1
ENSG00000187867.4	PALM3
ENSG00000141858.7	SAMD1
ENSG00000123159.11	GIPC1
ENSG00000141867.13	BRD4
ENSG00000105127.4	AKAP8
ENSG00000085872.10	CHERP
ENSG00000127526.9	SLC35E1
ENSG00000130313.2	PGLS
ENSG00000130479.6	MAP1S
ENSG00000254858.5	MPV17L2
ENSG00000130522.4	JUND
ENSG00000006016.6	CRLF1
ENSG00000184162.10	NR2C2AP
ENSG00000089639.6	GMIP
ENSG00000181896.7	ZNF101
ENSG00000196109.6	ZNF676
ENSG00000198597.4	ZNF536
ENSG00000266964.1	FXYD1
ENSG00000153902.9	LGI4
ENSG00000105290.7	APLP1
ENSG00000126264.5	HCST
ENSG00000186017.10	ZNF566
ENSG00000161298.12	ZNF382
ENSG00000267260.1	CTD-2162K18.4
ENSG00000198453.8	ZNF568
ENSG00000196437.6	ZNF569
ENSG00000171817.12	ZNF540
ENSG00000099341.7	PSMD8
ENSG00000104814.8	MAP4K1
ENSG00000205076.4	LGALS7
ENSG00000187994.9	RINL
ENSG00000179751.6	SYCN
ENSG00000128011.4	LRFN1
ENSG00000174521.7	TTC9B
ENSG00000105219.4	CNTD2
ENSG00000160392.9	C19orf47
ENSG00000090006.13	LTBP4
ENSG00000105245.5	NUMBL
ENSG00000167578.12	RAB4B
ENSG00000167600.9	CYP2S1
ENSG00000248098.6	BCKDHA
ENSG00000105341.14	ATP5SL
ENSG00000170956.12	CEACAM3
ENSG00000105737.5	GRIK5
ENSG00000189377.4	CXCL17
ENSG00000125740.9	FOSB
ENSG00000177051.5	FBXO46
ENSG00000176182.5	MYPOP
ENSG00000134830.3	C5AR2
ENSG00000118162.9	KPTN
ENSG00000024422.7	EHD2
ENSG00000063177.8	RPL18
ENSG00000104805.11	NUCB1
ENSG00000104808.3	DHDH
ENSG00000221916.2	C19orf73
ENSG00000130528.7	HRC
ENSG00000090554.8	FLT3LG
ENSG00000126458.3	RRAS
ENSG00000224420.3	ADM5
ENSG00000104946.6	TBC1D17
ENSG00000204673.6	AKT1S1
ENSG00000213023.5	SYT3
ENSG00000129450.4	SIGLEC9
ENSG00000142556.14	ZNF614
ENSG00000198464.9	ZNF480
ENSG00000105609.12	LILRB5
ENSG00000189013.10	KIR2DL4
ENSG00000125503.8	PPP1R12C
ENSG00000180089.4	TMEM86B
ENSG00000179943.6	FIZ1
ENSG00000198440.5	ZNF583
ENSG00000121406.4	ZNF549
ENSG00000083817.8	ZNF416
ENSG00000152443.8	ZNF776
ENSG00000083812.7	ZNF324
ENSG00000083807.5	SLC27A5
ENSG00000187634.6	SAMD11
ENSG00000203301.2	AL590822.1
ENSG00000157873.13	TNFRSF14
ENSG00000215912.7	TTC34
ENSG00000069424.10	KCNAB2
ENSG00000215788.5	TNFRSF25
ENSG00000007923.11	DNAJC11
ENSG00000142583.13	SLC2A5
ENSG00000120948.11	TARDBP
ENSG00000116649.5	SRM
ENSG00000177674.11	AGTRAP
ENSG00000120937.8	NPPB
ENSG00000116691.6	MIIP
ENSG00000162460.6	TMEM82
ENSG00000065526.6	SPEN
ENSG00000158747.9	NBL1
ENSG00000162551.9	ALPL
ENSG00000076864.15	RAP1GAP
ENSG00000011007.8	TCEB3
ENSG00000011009.6	LYPLA2
ENSG00000188529.10	SRSF10
ENSG00000204178.5	TMEM57
ENSG00000158008.5	EXTL1
ENSG00000142669.9	SH3BGRL3
ENSG00000142765.13	SYTL1
ENSG00000126709.10	IFI6
ENSG00000180098.5	TRNAU1AP
ENSG00000116350.11	SRSF4
ENSG00000162512.11	SDC3
ENSG00000121769.3	FABP3
ENSG00000084636.13	COL16A1
ENSG00000084652.11	TXLNA
ENSG00000160055.15	TMEM234
ENSG00000121903.10	ZSCAN20
ENSG00000116898.7	MRPS15
ENSG00000169218.9	RSPO1
ENSG00000197982.12	C1orf122
ENSG00000158315.6	RHBDL2
ENSG00000174574.11	AKIRIN1
ENSG00000198754.5	OXCT2
ENSG00000049089.9	COL9A2
ENSG00000171790.11	SLFNL1
ENSG00000117395.6	EBNA1BP2
ENSG00000117400.10	MPL
ENSG00000159214.8	CCDC24
ENSG00000188396.2	TCTEX1D4
ENSG00000159596.6	TMEM69
ENSG00000269113.3	TRABD2B
ENSG00000182183.10	FAM159A
ENSG00000162378.8	ZYG11B
ENSG00000157184.5	CPT2
ENSG00000006555.6	TTC22
ENSG00000162409.6	PRKAA2
ENSG00000173406.11	DAB1
ENSG00000162598.9	C1orf87
ENSG00000132854.14	KANK4
ENSG00000116641.11	DOCK7
ENSG00000116754.9	SRSF11
ENSG00000050628.16	PTGER3
ENSG00000122420.5	PTGFR
ENSG00000097096.8	SYDE2
ENSG00000016602.8	CLCA4
ENSG00000117228.9	GBP1
ENSG00000069712.9	KIAA1107
ENSG00000162676.7	GFI1
ENSG00000117500.8	TMED5
ENSG00000152078.5	TMEM56
ENSG00000117600.8	LPPR4
ENSG00000121940.11	CLCC1
ENSG00000085433.11	WDR47
ENSG00000197106.6	SLC6A17
ENSG00000143125.5	PROK1
ENSG00000177301.9	KCNA2
ENSG00000155363.14	MOV10
ENSG00000163349.17	HIPK1
ENSG00000116774.7	OLFML3
ENSG00000116752.5	BCAS2
ENSG00000052723.7	SIKE1
ENSG00000134200.2	TSHB
ENSG00000134259.3	NGF
ENSG00000116815.11	CD58
ENSG00000134253.5	TRIM45
ENSG00000198483.8	ANKRD35
ENSG00000188092.10	GPR89B
ENSG00000203836.7	NBPF24
ENSG00000203827.7	NBPF16
ENSG00000184260.4	HIST2H2AC
ENSG00000143382.9	ADAMTSL4
ENSG00000143418.15	CERS2
ENSG00000143375.10	CGN
ENSG00000143436.6	MRPL9
ENSG00000186207.4	LCE5A
ENSG00000189334.4	S100A14
ENSG00000169418.9	NPR1
ENSG00000143554.9	SLC27A3
ENSG00000160714.5	UBE2Q1
ENSG00000163357.6	DCST1
ENSG00000179085.7	DPM3
ENSG00000163462.13	TRIM46
ENSG00000125459.10	MSTO1
ENSG00000116580.14	GON4L
ENSG00000160803.7	UBQLN4
ENSG00000116586.7	LAMTOR2
ENSG00000143321.14	HDGF
ENSG00000187800.9	PEAR1
ENSG00000179639.6	FCER1A
ENSG00000162739.9	SLAMF6
ENSG00000186517.9	ARHGAP30
ENSG00000143257.7	NR1I3
ENSG00000198574.4	SH2D1B
ENSG00000117152.9	RGS4
ENSG00000143198.8	MGST3
ENSG00000143149.8	ALDH9A1
ENSG00000143147.10	GPR161
ENSG00000143153.8	ATP1B1
ENSG00000117475.9	BLZF1
ENSG00000117477.8	CCDC181
ENSG00000000460.12	C1orf112
ENSG00000185278.10	ZBTB37
ENSG00000116161.13	CACYBP
ENSG00000162783.8	IER5
ENSG00000143341.7	HMCN1
ENSG00000116690.7	PRG4
ENSG00000116703.12	PDC
ENSG00000090104.7	RGS1
ENSG00000023572.4	GLRX2
ENSG00000162630.5	B3GALT2
ENSG00000118193.7	KIF14
ENSG00000163362.6	C1orf106
ENSG00000118194.14	TNNT2
ENSG00000133067.13	LGR6
ENSG00000077152.5	UBE2T
ENSG00000163444.7	TMEM183A
ENSG00000143847.11	PPFIA4
ENSG00000163485.11	ADORA1
ENSG00000188770.5	OPTC
ENSG00000058668.10	ATP2B4
ENSG00000257315.1	ZBED6
ENSG00000174567.7	GOLT1A
ENSG00000170382.7	LRRN2
ENSG00000158711.9	ELK4
ENSG00000158715.5	SLC45A3
ENSG00000136653.15	RASSF5
ENSG00000143479.11	DYRK3
ENSG00000174059.12	CD34
ENSG00000076356.6	PLXNA2
ENSG00000054392.8	HHAT
ENSG00000117650.8	NEK2
ENSG00000067704.8	IARS2
ENSG00000118873.11	RAB3GAP2
ENSG00000186205.8	MARC1
ENSG00000143512.8	HHIPL2
ENSG00000186063.8	AIDA
ENSG00000185155.7	MIXL1
ENSG00000183814.11	LIN9
ENSG00000181450.13	ZNF678
ENSG00000081692.8	JMJD4
ENSG00000143816.7	WNT9A
ENSG00000181218.4	HIST3H2A
ENSG00000116574.4	RHOU
ENSG00000135801.5	TAF5L
ENSG00000143643.8	TTC13
ENSG00000186197.8	EDARADD
ENSG00000119285.6	HEATR1
ENSG00000180875.4	GREM2
ENSG00000179456.9	ZBTB18
ENSG00000173728.6	C1orf100
ENSG00000035687.9	ADSS
ENSG00000153187.12	HNRNPU
ENSG00000175137.9	SH3BP5L
ENSG00000177732.6	SOX12
ENSG00000203630.3	AL136531.1
ENSG00000125900.8	SIRPD
ENSG00000125834.8	STK35
ENSG00000149451.13	ADAM33
ENSG00000182621.12	PLCB1
ENSG00000125869.5	LAMP5
ENSG00000101349.12	PAK7
ENSG00000132623.11	ANKEF1
ENSG00000101251.7	SEL1L2
ENSG00000132669.8	RIN2
ENSG00000173418.7	NAA20
ENSG00000089101.13	C20orf26
ENSG00000170373.4	CST1
ENSG00000126003.6	PLAGL2
ENSG00000101350.6	KIF3B
ENSG00000149600.7	COMMD7
ENSG00000171222.6	SCAND1
ENSG00000080845.13	DLGAP4
ENSG00000175121.7	WFDC5
ENSG00000124102.4	PI3
ENSG00000101443.13	WFDC2
ENSG00000124126.9	PREX1
ENSG00000124212.5	PTGIS
ENSG00000124226.7	RNF114
ENSG00000124243.13	BCAS4
ENSG00000101126.11	ADNP
ENSG00000026559.9	KCNG1
ENSG00000101144.8	BMP7
ENSG00000124225.11	PMEPA1
ENSG00000268941.1	MGC4294
ENSG00000132825.5	PPP1R3D
ENSG00000130706.8	ADRM1
ENSG00000130700.6	GATA5
ENSG00000125531.5	C20orf195
ENSG00000130584.6	ZBTB46
ENSG00000101161.6	PRPF6
ENSG00000155313.11	USP25
ENSG00000154645.9	CHODL
ENSG00000142192.16	APP
ENSG00000154734.10	ADAMTS1
ENSG00000242220.2	TCP10L
ENSG00000159128.10	IFNGR2
ENSG00000159147.13	DONSON
ENSG00000205726.9	ITSN1
ENSG00000160179.14	ABCG1
ENSG00000160218.8	TRAPPC10
ENSG00000182912.6	C21orf90
ENSG00000142173.10	COL6A2
ENSG00000182902.9	SLC25A18
ENSG00000070413.14	DGCR2
ENSG00000099889.9	ARVCF
ENSG00000128228.4	SDF2L1
ENSG00000128294.11	TPST2
ENSG00000183579.11	ZNRF3
ENSG00000100319.11	ZMAT5
ENSG00000239282.3	GATSL3
ENSG00000100003.13	SEC14L2
ENSG00000268538.1	KIAA1658
ENSG00000133422.8	MORC2
ENSG00000128245.10	YWHAH
ENSG00000128254.9	C22orf24
ENSG00000100302.6	RASD2
ENSG00000198125.8	MB
ENSG00000100345.16	MYH9
ENSG00000100362.8	PVALB
ENSG00000128311.9	TST
ENSG00000128309.12	MPST
ENSG00000100379.13	KCTD17
ENSG00000100065.10	CARD10
ENSG00000100221.6	JOSD1
ENSG00000100298.11	APOBEC3H
ENSG00000100351.12	GRAP2
ENSG00000183864.4	TOB2
